term	annotation	df
Moldavian SSR	location	ai_train
Olympic golf course	location	science_dev
Agudseri	location	science_dev
Agudzery	location	science_dev
Jingūji	location	science_dev
East Malaysia	location	science_dev
Pisa	location	science_dev
Franklin County	location	science_dev
10th District	location	science_dev
Cape of Good Hope	location	science_dev
Rustiban	location	science_dev
Palomar Observatory	location	science_dev
John Innes Centre	location	science_dev
Galveston County	location	science_dev
Pine Avenue	location	science_dev
Cormier House	location	science_dev
Sillamäe	location	science_dev
U.S. Palomar Observatory	location	science_dev
Obninsk	location	science_dev
Hamburger Sternwarte	location	science_dev
Palmerston North	location	science_dev
Kumasi	location	science_dev
Point Loma	location	science_dev
Marine Corps Recruit Depot San Diego	location	science_dev
MCRD San Diego	location	science_dev
Naval Base Point Loma	location	science_dev
MA	location	science_dev
Middlesex Hospital	location	science_dev
London Hospital	location	science_dev
King 's College Hospital	location	science_dev
Charing Cross Hospital	location	science_dev
Genoa	location	science_dev
Palermo	location	science_dev
Brescia	location	science_dev
New York-based	location	science_dev
Antony	location	science_dev
Cawsand	location	science_dev
Crafthole	location	science_dev
Cremyll	location	science_dev
Downderry	location	science_dev
Fourlanesend	location	science_dev
Freathy	location	science_dev
Hessenford	location	science_dev
Higher Wilcove	location	science_dev
Kingsand	location	science_dev
Lower Tregantle	location	science_dev
Maker	location	science_dev
Mount Edgcumbe House	location	science_dev
Mount Edgcumbe Country Park	location	science_dev
Penlee	location	science_dev
Polbathic	location	science_dev
Portwrinkle	location	science_dev
Rame	location	science_dev
Rame Head	location	science_dev
Rame Peninsula	location	science_dev
Seaton	location	science_dev
Seaton Valley Countryside Park	location	science_dev
Sheviock	location	science_dev
St John	location	science_dev
Torpoint	location	science_dev
Whitsand Bay	location	science_dev
Widegates	location	science_dev
Withnoe Barton	location	science_dev
Tornio river valley	location	science_dev
Lapland	location	science_dev
Rancho	location	science_dev
Mirage	location	science_dev
Betty Ford Center	location	science_dev
Eisenhower Medical Center	location	science_dev
Van Nuys	location	science_dev
Northridge	location	science_dev
Sylmar	location	science_dev
Encino	location	science_dev
Sherman Oaks	location	science_dev
Wichita Falls	location	science_dev
Mackay	location	science_dev
Stadium Mackay	location	science_dev
Northern Rocky Mountains	location	science_dev
Lake Williston	location	science_dev
Rocky Mountain Foothills	location	science_dev
Peace River	location	science_dev
Cassiar Mountains	location	science_dev
Omineca Mountains	location	science_dev
Kepler space observatory	location	science_dev
Arkadelphia	location	science_dev
Arctic	location	science_dev
Royal Prince Alfred Hospital	location	science_test
Annapolis	location	science_test
MD	location	science_test
Little Bay Copper Mine	location	science_test
Thimble Tickle Bay	location	science_test
Notre Dame Bay	location	science_test
Oxon	location	science_test
Doughiska	location	science_test
Dubna	location	science_test
Wakō	location	science_test
meridian of Greenwich	location	science_test
A30 road	location	science_test
Retew	location	science_test
Treviscoe	location	science_test
Redmoor	location	science_test
Penpillick	location	science_test
Cambridge	location	science_test
Big Bend Country	location	science_test
Columbia Country	location	science_test
Columbia Valley	location	science_test
Arrow Lakes	location	science_test
Loop	location	science_test
Stockport	location	science_test
Edgeley Park	location	science_test
Naval Station San Diego	location	science_test
Ballast Point	location	science_test
Nuclear Submarine base	location	science_test
Naval Amphibious Base Coronado	location	science_test
Radcliffe Infirmary	location	science_test
Ong Valley	location	science_test
Kreiling Mesa	location	science_test
Miller Range	location	science_test
Palomar	location	science_test
Louisiana	location	science_test
Brabourne Stadium	location	science_test
Wankhede Stadium	location	science_test
Keelung City	location	science_test
M. A. Chidambaram Stadium	location	science_test
Vivekananda House	location	science_test
Dr. Annie Besant Park	location	science_test
Palmer Land	location	science_test
North Pole	location	science_test
Hammarbybacken	location	science_test
Estoril	location	science_test
Cascais	location	science_test
Algés	location	science_test
Scheele	scientist	science_dev
Richard Myers	scientist	science_dev
Naqvi	scientist	science_dev
Gerty Theresa Cori	scientist	science_dev
née Radnitz	scientist	science_dev
Rexer	scientist	science_dev
Heinz Pose	scientist	science_dev
Werner Hartmann	scientist	science_dev
Heinz Barwich	scientist	science_dev
Galton	scientist	science_dev
Walter Weldon	scientist	science_dev
Arthur Dukinfield Darbishire	scientist	science_dev
Karl Pearson	scientist	science_dev
Bateson	scientist	science_dev
Mendel	scientist	science_dev
Charles Davenport	scientist	science_dev
Wilhelm Johannsen	scientist	science_dev
Leakey	scientist	science_dev
Mary Leakey	scientist	science_dev
Louis Leakey	scientist	science_dev
Richard Leakey	scientist	science_dev
Werner Siemens	scientist	science_dev
Thomas Edison	scientist	science_dev
Alexander Graham Bell	scientist	science_dev
William Thomson	scientist	science_dev
Max Born	scientist	science_dev
Werner Heisenberg	scientist	science_dev
Kramers	scientist	science_dev
Michelson	scientist	science_dev
Peter Goldreich	scientist	science_dev
John Hopkinson	scientist	science_dev
Philipp Lenard	scientist	science_dev
Ernest Rutherford	scientist	science_dev
Paul Dirac	scientist	science_dev
Pyotr Kapitsa	scientist	science_dev
Peter Kapitza	scientist	science_dev
Thompson	scientist	science_dev
Sawa	scientist	science_dev
Nusinow	scientist	science_dev
Kay	scientist	science_dev
Imaizumi	scientist	science_dev
Hans Moravec	scientist	science_dev
Kevin Warwick	scientist	science_dev
Matjaž Perc	scientist	science_dev
Rubbia	scientist	science_dev
Marcello Conversi	scientist	science_dev
Henry Chandler Cowles	scientist	science_dev
Arthur Tansley	scientist	science_dev
Frederic Clements	scientist	science_dev
Glenn	scientist	science_dev
Alfred Wegener	scientist	science_dev
Maurice Ewing	scientist	science_dev
Robert S. Dietz	scientist	science_dev
Harry Hammond Hess	scientist	science_dev
Hugo Benioff	scientist	science_dev
Walter C. Pitman , III	scientist	science_dev
Frederick Vine	scientist	science_dev
Drummond Matthews	scientist	science_dev
Keith Runcorn	scientist	science_dev
Bryan L. Isacks	scientist	science_dev
Edward Bullard	scientist	science_dev
Xavier Le Pichon	scientist	science_dev
Dan McKenzie	scientist	science_dev
W. Jason Morgan	scientist	science_dev
John Tuzo Wilson	scientist	science_dev
Miller	scientist	science_dev
Alan Hodgkin	scientist	science_dev
Andrew Huxley	scientist	science_dev
Bernard Katz	scientist	science_dev
John Herschel	scientist	science_dev
William Herschel	scientist	science_dev
F. Berkei	scientist	science_dev
W. Borrmann	scientist	science_dev
W. Czulius	scientist	science_dev
Kurt Diebner	scientist	science_dev
Georg Hartwig	scientist	science_dev
Karl-Heinz Höcker	scientist	science_dev
Walter Herrmann	scientist	science_dev
Menzel	scientist	science_dev
Ingrid van Houten-Groeneveld	scientist	science_dev
Cornelis van Houten	scientist	science_dev
Tom Gehrels	scientist	science_dev
Gibbs	scientist	science_dev
Joseph Liouville	scientist	science_dev
Michel Chasles	scientist	science_dev
Walther Bothe	scientist	science_dev
Siegfried Flügge	scientist	science_dev
Hans Geiger	scientist	science_dev
Otto Hahn	scientist	science_dev
Paul Harteck	scientist	science_dev
Gerhard Hoffmann	scientist	science_dev
Josef Mattauch	scientist	science_dev
Georg Stetter	scientist	science_dev
Eggleton	scientist	science_dev
Cotton	scientist	science_dev
Cornelis Johannes van Houten	scientist	science_dev
Haraway	scientist	science_dev
David Hilbert	scientist	science_dev
Woldemar Voigt	scientist	science_dev
Walther Nernst	scientist	science_dev
Karl Schwarzschild	scientist	science_dev
Hermann Minkowski	scientist	science_dev
Pouillet	scientist	science_dev
Savart	scientist	science_dev
Gabriel Lamé	scientist	science_dev
Claude-Louis Navier	scientist	science_dev
Cauchy	scientist	science_dev
Kepler	scientist	science_dev
Wasserburg	scientist	science_dev
Harold Urey	scientist	science_dev
Mark Inghram	scientist	science_dev
García-Sastre	scientist	science_dev
Ludwig Boltzmann	scientist	science_dev
Josiah Willard Gibbs	scientist	science_dev
James Clerk Maxwell	scientist	science_dev
René Descartes	scientist	science_dev
Arthur Cayley	scientist	science_dev
William Rowan Hamilton	scientist	science_dev
Ludwig Schläfli	scientist	science_dev
Bernhard Riemann	scientist	science_dev
Eduard Otto Emil Karl Adam Freiherr von Stackelberg	scientist	science_dev
Singer	scientist	science_dev
Alan Turing	scientist	science_dev
John von Neumann	scientist	science_dev
Norbert Wiener	scientist	science_dev
Claude Shannon	scientist	science_dev
Warren McCullough	scientist	science_dev
Walter Pitts	scientist	science_dev
Donald Hebb	scientist	science_dev
Gerard Kuiper	scientist	science_dev
Einstein	scientist	science_dev
Paul Ehrenfest	scientist	science_dev
Marcel Grossmann	scientist	science_dev
János Plesch	scientist	science_dev
Daniel Q. Posin	scientist	science_dev
Maurice Solovine	scientist	science_dev
Schintlmeister	scientist	science_dev
Ernst Rexer	scientist	science_dev
Michel Adanson	scientist	science_dev
Antoine Laurent de Jussieu	scientist	science_dev
Augustin Pyramus de Candolle	scientist	science_dev
Goodall	scientist	science_dev
Otto Heckmann	scientist	science_dev
Engelbert Schücking	scientist	science_dev
Beatrice Mintz	scientist	science_dev
Rudolf Jaenisch	scientist	science_dev
Pupin	scientist	science_dev
Ooguri	scientist	science_dev
Stephen Demainbray	scientist	science_dev
Francis Ronalds	scientist	science_dev
John Welsh	scientist	science_dev
Balfour Stewart	scientist	science_dev
Francis John Welsh Whipple	scientist	science_dev
Charles Chree	scientist	science_dev
George Clarke Simpson	scientist	science_dev
Schweickart	scientist	science_dev
Michael Atiyah	scientist	science_dev
Stanley N. Cohen	scientist	science_dev
Rita Levi-Montalcini	scientist	science_dev
Peter Medawar	scientist	science_dev
August Krogh	scientist	science_dev
Kenneth Denbigh	scientist	science_dev
Christof Koch	scientist	science_dev
Francis Crick	scientist	science_dev
Gadagkar	scientist	science_dev
René Thom	scientist	science_dev
John Milnor	scientist	science_dev
Stephen Smale	scientist	science_dev
Schrödinger	scientist	science_dev
Max Planck	scientist	science_dev
Albert Einstein	scientist	science_dev
Niels Bohr	scientist	science_dev
Arnold Sommerfeld	scientist	science_dev
Li	scientist	science_dev
Emil Wiechert	scientist	science_dev
Beno Gutenberg	scientist	science_dev
Andrija Mohorovičić	scientist	science_dev
Harold Jeffreys	scientist	science_dev
Inge Lehmann	scientist	science_dev
Charles Francis Richter	scientist	science_dev
Francis Birch	scientist	science_dev
Frank Press	scientist	science_dev
Hiroo Kanamori	scientist	science_dev
Walter Elsasser	scientist	science_dev
Sakharov	scientist	science_dev
Valery Chalidze	scientist	science_dev
Andrei Tverdokhlebov	scientist	science_dev
Alan Stern	scientist	science_dev
Moore	scientist	science_dev
George Darwin	scientist	science_dev
Charles Darwin	scientist	science_dev
Carolyn S. Shoemaker	scientist	science_dev
Eugene Merle Shoemaker	scientist	science_dev
David H. Levy	scientist	science_dev
Gilbert Gil	scientist	science_dev
Jerome Perlow	scientist	science_dev
Peter Debye	scientist	science_dev
Richard Becker	scientist	science_dev
Sommerfeld	scientist	science_dev
Charles Chamberland	scientist	science_dev
Herschbach	scientist	science_dev
Wang	scientist	science_dev
Ting	scientist	science_dev
Michalak	scientist	science_dev
Kandler	scientist	science_dev
Hill	scientist	science_dev
Sagan	scientist	science_dev
Sherrington	scientist	science_dev
Robert Döpel	scientist	science_dev
Wolfgang Gentner	scientist	science_dev
Wilhelm Hanle	scientist	science_dev
Georg Joos	scientist	science_dev
Luis Walter Alvarez	scientist	science_dev
George Kistiakowsky	scientist	science_dev
Finkelnburg	scientist	science_dev
Carl Friedrich von Weizsäcker	scientist	science_dev
Hans Kopfermann	scientist	science_dev
Fritz Bopp	scientist	science_dev
Otto Haxel	scientist	science_dev
Willibald Jentschke	scientist	science_dev
Heinz Maier-Leibnitz	scientist	science_dev
Wolfgang Riezler	scientist	science_dev
Wilhelm Walcher	scientist	science_dev
Klaus Clusius	scientist	science_dev
Pierre Louis Maupertuis	scientist	science_dev
Jacques Cassini	scientist	science_dev
Max Volmer	scientist	science_dev
E. Prodan	scientist	science_dev
C. Prodan	scientist	science_dev
J. H. Miller , Jr	scientist	science_dev
Murray Gell-Mann	scientist	science_dev
Frank Wilczek	scientist	science_dev
Andrew Wiles	scientist	science_dev
Timothy Gowers	scientist	science_dev
G. Evelyn Hutchinson	scientist	science_dev
Tansley	scientist	science_dev
Charles Sutherland Elton	scientist	science_dev
Vladimir Vernadsky	scientist	science_dev
Libby	scientist	science_dev
Sydney Brenner	scientist	science_dev
Horvitz	scientist	science_dev
John Sulston	scientist	science_dev
Stephen Hales	scientist	science_dev
Joseph Black	scientist	science_dev
Joseph Priestley	scientist	science_dev
Antoine-Laurent Lavoisier	scientist	science_dev
Welch	scientist	science_dev
Daniel Janzen	scientist	science_dev
Stephen Hubbell	scientist	science_dev
Gary Stiles	scientist	science_dev
Luis Diego Gómez	scientist	science_dev
Isidro A. Chacón	scientist	science_dev
Gordon B. Small	scientist	science_dev
Alwyn H. Gentry	scientist	science_dev
Robin Foster	scientist	science_dev
Morley	scientist	science_dev
Gregory S. Paul	scientist	science_dev
Kenneth Carpenter	scientist	science_dev
Short	scientist	science_dev
John Keill	scientist	science_dev
John Theophilus Desaguliers	scientist	science_dev
William Whiston	scientist	science_dev
Henry Hallett Dale	scientist	science_dev
Otto Loewi	scientist	science_dev
Ernest Starling	scientist	science_dev
de Bary	scientist	science_dev
Lowenstam	scientist	science_dev
